"자갈치시장","부산광역시 중구 자갈치해안로 52","부산의 대표적 명소이자 신선한 활어와 선어를 저렴하게 살 수있는 한국 최대의 전통 수산물시장"
"40계단테마거리","부산광역시 중구 대청로135번길 13","40계단을 중심으로 조성된 테마거리로 뻥튀기 아저씨,  물동이 진 아이 등의 조형물이 꾸며져있다."
"BIFF광장","부산광역시 중구 비프광장로 36","세계적 영화제로 발돋움한 부산국제영화제의 태동지"
"영도대교","부산광역시 중구 태종로 8","영도대교는 일제 강점기 시절 영도와 부산항 사이의 원활한 왕래를 위해 1934년 11월에 준공된 동양최조의 교량이자 국내 유일의 연륙교로써의 역사적인 의미를 지니고 있으며, 한국 전쟁 당시 헤어진 가족들의 기약 없는 이별의 종착지이자 이산가족들에겐 삶의 애환이 서려있는 장소이다."
"보수동책방골목","부산광역시 중구 대청로 57-1","보수동 책방골목은 국제시장 입구 대청로 사거리 건너 보수동쪽으로 난 사선 방향의 좁은 골목길에 집결된 책방을 말한다. 8.15광복 직후 오늘날의 국제시장이 태평양전쟁으로 주택가가 철거되어 빈터로 놓여 있을 때 일본인이 남기고 간 책을 난전을 벌여 팔았는데, 그 장소가 개인소유가 되자, 보수동 앞길로 책장사들이 한 두 사람 자리를 옮겨 앉게 되면서부터 오늘의 골목이 형성되는 바탕이 되었다."
"용두산공원","부산광역시 중구 용두산길 37-55","부산의 역사가 살아 숨쉬고 있는 대표적 관광명소로서 부산의 상진인 120m 높이의 부산타워, 부산 시민의 종, 충무공 이순신 동상, 미술전시관 등이 조화롭게 조성되어 있다."
"요트올림픽동산지구","부산광역시 해운대구 APEC로 30","360여척의 요트를 계류할  수 있는 요트경기장이 있는 곳으로 요트와 보트 등이 파란 바다와 마린시티의 마천루를 배경으로 어우러져 이국적인 풍경을 자아내는 곳이다. 각종 국제대회는 물론 해양스포츠와 국제영화제를 비롯한 다양한 문화행사가 개최된다"
"동백섬","부산광역시 해운대구 동백로 116","해운대해수욕장 남쪽 끝에 위치한 동백섬은 율지와 연계된 육계도로 동백섬의 자연 그대롱를 공원으로 조성한 곳으로 2005년 APEC 정상회의 장소인 누리마루 APEC하우스가 자리해 있다."
"해운대해수욕장","부산광역시 해운대구 해운대해변로 264","6월부터 9월까지 해수욕장을 개장하여 해수욕을 즐길 수 있다. 수심이 얕고 조수의 변화가 심하지 않아 해마다 천만 명이 넘는 피서색이 찾는다. 또한 매년 해수욕장 개장에 맞춰 다양한 행사와 축제가 개최된다"
"달맞이동산지구","부산광역시 해운대구 달맞이길 190","벚나무와 송림이 울창하게 들어찬 오솔길로 드라이브 코스로 유명하다. 달맞이 고개 일대에서는 다양한 예술작품을 만날 수 있고, 특히 보름날 달빛에 어우러진 바다 정취는 데이트 코스로 유명하다."
"내원사계곡(내원사)","경상남도 양산시 하북면 내원로 207","http://naewonsa.net/sub01/sub01.php"
"대운산자연휴양림","경상남도 양산시 탑골길 270","https://www.foresttrip.go.kr/pot/rm/ri/selectRcrfrIntrdDtlView.do?hmpgId=ID02030038&menuId=002001"
"법기수원지","경상남도 양산시 동면 법기로 198-13","http://terms.naver.com/entry.naver?docId=3377216&cid=42856&categoryId=42856"
"양산시립박물관","경상남도 양산시 북정로 78","https://www.yangsan.go.kr/museum/contents.do?mId=0601000000, https://www.yangsan.go.kr/tour/spot/view.do?mId=0108000000&idx=203"
"양산타워","경상남도 양산시 동면 강변로 264-1","http://tower.yangsan.go.kr/sub/menu01_01.php, https://www.yangsan.go.kr/tour/spot/view.do?mId=0109000000&idx=204"
"에덴밸리","경상남도 양산시 원동면 어실로 1206","https://www.yangsan.go.kr/tour/spot/view.do?mId=0106000000&idx=41, https://www.yangsan.go.kr/tour/spot/view.do?mId=0106000000&idx=42"
"임경대","경상남도 양산시 원동면 원동로 285","http://www.yangsan.go.kr/tour/spot/view.do?mId=0102000000&idx=13"
"통도사","경상남도 양산시 하북면 통도사로 108","http://tongdosa.or.kr/bbs/content.php?co_id=menu01103"
"통도환타지아","경상남도 양산시 하북면 통도7길 68","https://www.yangsan.go.kr/tour/spot/view.do?mId=0106000000&idx=32"
"홍룡폭포(홍룡사)","경상남도 양산시 상북면 홍룡로 372","https://www.yangsan.go.kr/tour/spot/view.do?mId=0102000000&idx=20"
"함평엑스포공원","전라남도 함평군 함평읍 곤재로 27","아시아생태문화관광지"
"황산공원","경상남도 양산시 물금읍 낙동로 295-19","https://www.yangsan.go.kr/tour/spot/view.do?mId=0101000000&idx=40"
"옥계해변관광지","강원도 강릉시 옥계면 금진솔밭길 104-29 일원","옥계해변관광지는 깨끗하고 넓은 백사장과 오래된 송림지역을 갖추어 바라보는 경치가 매우 아름다운 곳임."
"상관 공기마을 편백숲","전라북도 완주군 상관면 죽림편백길 191-24","10만그루의 빽빽한 편백나무가 우거진 숲"
"대아수목원&대아호","전라북도 완주군 동상면 대아수목로 94-34","대아저수지의 맑은 물과 수려한 자연경광 속에 자리하고 있는 곳"
"비비정","전라북도 완주군 삼례읍 비비정길 96-9","만경강의 아름다운 풍경을 한눈에 조망할 수 있는 곳"
"비비정예술열차","전라북도 완주군 삼례읍 비비정길 73-21","1량은 레스토랑, 1량과 2량 사이의 공간은 음악공연, 2량은 특산물 판매점, 3량에는 편의점과 갤러리, 4량은 카페로 구성되어 있다"
"삼례문화예술촌","전라북도 완주군 삼례읍 삼례역로 81-13","수탈의 상징인 양곡창고를 문화예술의 중심지로 탈바꿈시켜 역사적 의미와 문화가 공존하는 삼례만의 독특하고 절묘한 공간"
"삼례책마을","전라북도 완주군 삼례읍 삼례역로 68","전시와 공연 토크콘서트 등 다양한 프로그램을 운영하고 있는 곳"
"그림책미술관","전라북도 완주군 삼례읍 삼례역로 48-1","그림책을 보고, 듣고, 느낄 수 있는 공간"
"대한민국술테마박물관","전라북도 완주군 구이면 덕천전원길 232-58","5만여 점의 유물을 통해 태곳적부터 현대까지 우리 술에 담긴 다양한 이야기를 오롯이 담고 있는 테마박물관"
"을지전망대","강원도 양구군 해안면 전망대로 540","해발 1,049m DMZ 철책위에서 남북한의 대치상황을 한눈에 볼 수 있다"
"제4땅굴","양구군 해안면 땅굴로 454","1990년 2월3일 발견,  군사 분계선에서 1,028m 떨어진 곳에 위치"
"국토정중앙천문대","강원도 양구군 남면 국토정중앙로 127","우리나라의 중심에서 하늘을 바라보기 위해국토정중앙점 부근에 건설되어 2007년 5월 31일 개관"
"양구자연생태공원(생태식물원,DMZ야상화분재원,DMZ야생동물생태관)","강원도 양구군 동면 숨골로 310번길 169","자연생태의 모든 것을 오감으로 느끼고 체험할 수 있는 곳"
"김포국제조각공원","경기도 김포시 월곶면 용강로13번길 38","통일을 주제로 조성된 테마공원으로 세계적인 조각의 작품 30여점이 전시되어 있다. 산책로를 따라 조각작품이 전시되어 있어 산림욕을 즐기면서 조각작품을 감상할 수 있다."
"아트빌리지(한옥마을)","경기도 김포시 모담공원로 170","김포시 운양동 모담산 자락에 안겨 있는 김포아트빌리지는 모담산이 주는 소담한 자연의 아름다움이 느껴지는 자연친화적 문화 · 예술 공간으로서, 다양한 문화예술을 창작하고 체험할 수 있는 예술 공방, 전통한옥숙박체험관이 있고 지역문화예술 단체의 창작 활동 공간인 아트센터에는, 다목적홀, 전시관이 있으며 또한 천여 명의 관객을 수용할 수 있는 자연과 어우러지는 야외공연장으로 구성되어 있습니다."
"오전약수관광지","경상북도 봉화군 물야면 문수로 1541","심산계곡에 자리잡은 약수탕은 선달산, 옥석산 아래 깊은 계곡에 위치하고 있고, 약수는 예부터 위장병과 피부병에 효험이 있다."
"다덕약수관광지","경상북도 봉화군 봉성면 다덕로 873","옛날 스무나무 아래 약수가 있어 이를 마시고 위장병과 피부병에 효험이 있어 많은 사람이 이 약수를 마시고 덕을 보았다 하여 다덕약수라고 불리움"
"주왕산 관광지","경상북도 청송군 주왕산면 주왕산로 494","체험, 체류형 종합휴양관광지"
"호미곶관광단지","경상북도 포항시 남구 호미곶면 해맞이로 136","호미곶의전경을 확인"
"신륵사관광지","경기도 여주시 신륵사길 73","시원한 남한강을 따라 자전거도로, 각종 체육시설과 여주박물관, 도자세상, 농특산물 판매장이 있으며, 매년 여주도자기축제와 오곡나루축제가 이곳에서 개최되고 있다. 특히 남한강을 가르는 황포돛배(Yellow Sail boat)와 수상레저를 즐길 수 있는 가족 연인들의 나들이 공간이다"
"함평해수찜","전라남도 함평군 손불면 석산로 61","온천과 약찜의 효능을 한꺼번에 즐길수 있음"
"함평자연생태공원","전라남도 함평군 대동면 학동로 1398-77","사계절 탐방학습과 생태체험"
"일강김철선생기념관","전라남도 함평군 신광면 일강로 873-12","독립운동가 김철선생의 애국정신을 재조명하는 교육의 장"
"제천 성내관광지","충청북도 제천시 금성면 청풍호로 1482","청풍호반의 뛰어난 장소적 특성을 활용한 문화영상 테마지구로 한류와 연계 국내외 영상테마 관광지"
"제천온천관광지","충청북도 제천시 수산면 내리 산24번지","청풍호반, 월악산등과 연계한 핵심 처류거점으로 한방도시 컨셉과 연계한 한방온천장으로 조성계획 관광지"
"교리관광지","충청북도 제천시 청풍면 청풍호로 1798","청풍호반 주변 관광시설과 연계한 핵심 체류 거점으로 청풍권 최고의 리조트 관광지"
"치산관광지","경상북도 영천시 신녕면 신암길 17","수려하고 맑은물이 흐르는 치산계곡이 있어 여름철 30,000명 이상이 찾는 관광명소임"
"위도해수욕장","전라북도 부안군 위도면 위도로 366","산들이 감싸고 있는 아담한 모래사장과 맑은 물이 아름다운 위도의 해수욕장"
"모항해수욕장","전라북도 부안군 변산면 모항길 23-1","아담한 백사장과 소나무 밭이 조화를 이루는 해수욕장"
"좌구산휴양랜드","충청북도 증평군 증평읍 솟점말길 107","증평의 명산 좌구산에 조성된 휴양랜드로서, 휴양림, 캠핑, 명상구름다리, 명상의 집, 줄타기체험, 사계절썰매장 등 다양한 체험시설과 아름다운 풍경을 한눈에 담을 수 있음"
"좌구산 천문대","충청북도 증평군 증평읍 솟점말길 107","356mm 굴절망원경을 갖추어 천체의 생생한 모습과 좌구산의 맑고 깨끗한 밤하늘을 관찰할 수 있음"
"증평민속체험박물관","충청북도 증평군 증평읍 둔덕길 89","증평의 역사와 농경문화를 엿볼 수 있는 전통문화체험요소와 다양한 전시관이 있으며, 장뜰두레놀이 등 들노래축제가 개최됨"
"도림사","전라남도 곡성군 곡성읍 도림로 175","숲과 계곡이 아름다운 청정도량"
"섬진강 기차마을","전라남도 곡성군 오곡면 기차마을로 232","기차를 테마로 다양한 즐길거리가 구비된 곡성의 대표 관광지로, 3년 연속 한국관광100선에 선정되었음. 매년 세계장미축제와 곡성심청축제가 열리는 주무대"
"보강천 미루나무숲","충청북도 증평군 증평읍 인삼로 23","보강천 수변에 위치하고 형형색색 이국풍의 꽃과 풍차, 분수, 놀이터 등 다양한 휴식공간을 갖추며, 산책뿐만 아니라 사진을 찍으며 추억을 쌓기 좋은 곳, 증평인삼골 축제 개최"
"증평인삼판매장","충청북도 증평군 증평읍 중부로 2451","지역 농특산물인 인삼을 판매하는 대표 인삼판매장"
"에듀팜특구관광단지(벨포레리조트)","충청북도 증평군 도안면 벨포레길 346","충청북도 유일한 관광특구단지, 중부권 최대관광단지로 다양한 액티비티 활동과 휴양시설을 갖춤"
"무창포해수욕장","충청남도 보령시 웅천읍 열린바다1길 10","1928년 서해안에서 최초로 개장된 해수욕장으로 백사장 길이 1.5km 수심 1 ~ 2m, 백사장 50m, 수온 섭씨 22도, 경사도 4도의 해수욕장으로 주변에는 송림이 울창하여 해수욕과 산림욕을 함께 즐길 수가 있다."
"간현관광지","강원도 원주시 지정면 소금산길 26","섬강과 삼산천 강물이 합수되는 지점에 위치하고 있어 빼어난 자연경관과 소금산 등반 등을 할 수 있음"
"추사박물관","경기도 과천시 추사로 78","추사 김정희가 말년에 4년간 과지초당에서 지내며 꽃피웠던 학문과 예술의 정수를 알리기 위해 추사박물관 개관함."
"광양항해양공원","","공연장, 포토존, 산책로"
"무지개다리","","해상보도교량(L=300m, B=4m)"
"해오름육교","","중마동과 금호동을 연결하는 이순신 해변관광 테마거리 랜드마크 육교 (L=155.2m)"
"배알도수변공원","","가족단위 야영·캠핑장, 해변 데크산책로"
"광양 김 시식지","전라남도 광양시 김시식지1길 57-6","도지정기념물 제113호"
"능강관광지","충청북도 제천시 수산면 옥순봉로 1248","청풍호 경관자원과 연계 한국 최고의 스위스형 테마 및 산악 휴양형 핵심 체류 거점 리조트"
"금월봉관광지","충청북도 제천시 금성면 청풍호로 1316","청풍호의 수려한 자연경관과 기암괴석(금월봉)을 배경으로 유휴지를 최대한 활용한 체류형 관공시설(호텔, 콘도 등) 조성"
"계산관광지","충청북도 제천시 청풍면 계산리 9-4번지","수상레저 및 수상마리나 등 수상연계관광 인프라 조성 및 비봉산모노레일 등과 연계 관광 인프라조성 목적 관광지"
"만남의광장","충청북도 제천시 청풍면 청풍호로50길 6","청풍호반 주변 관광시설과 연계한 핵심 관광거점으로 각종 관광시설이 집중된 제천관광의 중심지"
"보은 우당고택","충청북도 보은군 장안면 개안길 10-2","고요함을 품은 보은 우당고택은 100년이 넘은 고택으로 전통적인 기법으로 지어 전통가옥을 체험할 수 있다"
"속리산 법주사","충청북도 보은군 속리산면 법주사로 379","대한불교조계종 제5교구의 본사로 신라시대 의신 조사가 창건하였고 2018년 6월 유네스코세계문화유산에 등재 되어 세계문화를 인정 받았다"
"동학농민혁명기념공원","충청북도 보은군 보은읍 동학로 236-22","탐관오리에 대한 봉기와 외세에 대한 저항 의식을 일깨워 준 농민들의 자발적 혁명으로 3.1운동의 큰 밑거름이 되었다"
"대천해수욕장","충청남도 보령시 머드로 123","대천해수욕장은 젊음과 낭만, 안락함과 자연미가 함께 어우러져 있는 곳이다. 젊은 연인들에게는 추억 만들기의 장소로서, 또 가족 단위의 휴식처로서, 해양스포츠의 메카로서 제반 요건을 충분히 갖추고 있다."
"진주성","경상남도 진주시 남강로 626(본성동)","8년 연속 한국관광100선에 선정된 진주의 대표적인 관광지이자 사적지이다. 진주목사 김시민 장군이 임진왜란 때 3,800여명의 적은 군사로 2만여 명의 왜군을 물리친 임진왜란 3대첩지의 하나로 다양한 유물과 유적이 성내에 있다."
"진양호","경상남도 진주시 남강로1번길 130(판문동)","지리산을 바라볼 수 있는 아름다운 자연 경관과 어우러진 진양호는 시원하게 탁 트인 전망 속 호반의 물안개와 황홀한 저녁노을로 많은 사랑을 받고 있다.  진양호공원, 휴게전망대, 소원계단, 동물원, 진주전통소싸움경기장, 남강댐물문화관, 어린이 교통공원, 진양호 일주도로 등의 다양한 볼거리가 있다."
"경상남도 수목원","경상남도 진주시 이반성면 수목원로 386","경상남도 수목원은 산림과 동식물에 대한 자연생태 종합학습교육장이다. 3,340여 종의 식물을 보유하고 있으며 테마별로 전시관과 식물원이 조성되어 있어 나들이장소와 데이트 코스로 사랑받고 있다."
"부평아트센터","인천광역시 부평구 아트센터로 166","뮤지컬+음악회+전시회 등"
"기후변화체험관","인천광역시 부평구 장제로 267","생태교육프로그램 체험"
"부평역사박물관","인천광역시 부평구 굴포로 151","부평 역사관련 전시물 관람"
"부평안전체험관","인천광역시 부평구 굴포로 110","재난상황 시뮬레이션 체험"
"인천나비공원","인천광역시 부평구 평천로 26-47","살아있는 나비 등 관람"
"용마폭포공원","서울특별시 중랑구 용마산로 250-12","동양 최대의 인공폭포가 있는 명소"
"망우리공원","서울특별시 망우로 570","우리나라 근현대사 주요인물들이 영면하고 계신 역사와 문화가 살아 숨 쉬는 서울의 대표 공원"
"중랑캠핑숲","서울특별시 망우로87길 110","학생소풍 및 가족단위 피크닉을 주제로 한 체험형 공원(캠핑장)"
"옹기테마공원","서울특별시 신내로21길 116","다양한 전통문화 체험프로그램 참여가 가능한 옹기를 테마로 조성된 공원"
